taxon_name,taxon_rank,identifications_count,created_at,observed_on,longitude,latitude,positional_accuracy,user_login,user_id,user_name,user_observations_count,license_code,num_identification_agreements,uri
Poaceae,family,0,2022-10-29T15:16:33-03:00,2022-10-29,-55.2297233333,-34.793725,5,sofiamgc,2537580,Sofía González,428,cc-by-nc,0,https://www.inaturalist.org/observations/140406638
Pavonia,genus,0,2022-10-29T15:14:24-03:00,2022-10-29,-55.22983,-34.7937916667,7,sofiamgc,2537580,Sofía González,428,cc-by-nc,0,https://www.inaturalist.org/observations/140406385
Furnarius rufus,species,0,2022-10-29T15:08:31-03:00,2022-10-29,-56.0937727,-34.8795169,23,silviavia,6288453,NA,1,cc-by-nc,0,https://www.inaturalist.org/observations/140405611
Glandularia selloi,species,2,2022-10-29T15:07:39-03:00,2022-10-29,-55.2297616667,-34.7933916667,6,sofiamgc,2537580,Sofía González,428,cc-by-nc,2,https://www.inaturalist.org/observations/140405515
Berberis laurina,species,2,2022-10-29T15:05:33-03:00,2022-10-29,-55.22965,-34.7933416667,4,sofiamgc,2537580,Sofía González,428,cc-by-nc,2,https://www.inaturalist.org/observations/140405259
Salvia procurrens,species,1,2022-10-29T14:59:35-03:00,2022-10-29,-55.2295516667,-34.7933566667,9,sofiamgc,2537580,Sofía González,428,cc-by-nc,1,https://www.inaturalist.org/observations/140404581
Robinia pseudoacacia,species,1,2022-10-29T14:45:13-03:00,2022-10-29,-55.8692651242,-34.7860199297,5,karitz,6084811,Karitz,24,,1,https://www.inaturalist.org/observations/140402859
Eucalyptus grandis,species,0,2022-10-29T14:44:31-03:00,2022-10-29,-56.09232213,-34.87813339,9,socio1,6288454,Socio Ambiental,14,NA,0,https://www.inaturalist.org/observations/140402771
Anser anser domesticus,variety,2,2022-10-29T14:44:19-03:00,2022-10-29,-56.09074783,-34.87971404,9,socio1,6288454,Socio Ambiental,14,NA,2,https://www.inaturalist.org/observations/140402747
Xylocopa augusti,species,3,2022-10-29T14:43:50-03:00,2022-10-29,-58.036975,-33.2510916667,4,tianal,2513920,Tiana Leivas,407,cc-by-nc,3,https://www.inaturalist.org/observations/140402699
Paspalum modestum,species,0,2022-10-29T14:26:52-03:00,2022-10-29,-54.4607677683,-32.0047481061,164,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,0,https://www.inaturalist.org/observations/140400618
Hymenachne grumosa,species,0,2022-10-29T14:18:56-03:00,2022-10-29,-54.4605719671,-32.0054907353,228,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,0,https://www.inaturalist.org/observations/140399791
Herbertia quareimana,species,2,2022-10-29T14:01:47-03:00,2022-10-29,-56.6401234,-30.4071168,NA,diego_caballero,2513727,Diego Caballero,1613,cc-by-nc,2,https://www.inaturalist.org/observations/140397870
Fungi,kingdom,0,2022-10-29T13:54:14-03:00,2022-10-29,-57.8780178691,-30.504260472,357,andrea0401,5675935,Andrea Silva,37,NA,0,https://www.inaturalist.org/observations/140397049
Eugenia myrcianthes,species,1,2022-10-29T13:52:42-03:00,2022-10-29,-57.8785101096,-30.5052227081,171,andrea0401,5675935,Andrea Silva,37,NA,1,https://www.inaturalist.org/observations/140396914
Hydrochoerus hydrochaeris,species,2,2022-10-29T13:50:04-03:00,2022-10-29,-57.8842086379,-30.5093929388,357,andrea0401,5675935,Andrea Silva,37,NA,2,https://www.inaturalist.org/observations/140396679
Inga uraguensis,species,1,2022-10-29T13:46:37-03:00,2022-10-29,-57.880901158,-30.5152366047,15,andrea0401,5675935,Andrea Silva,37,NA,1,https://www.inaturalist.org/observations/140396326
Eriopis connexa,species,2,2022-10-29T13:38:49-03:00,2022-10-29,-54.5621511,-34.798411,20,rpereirag,2079928,Ramiro Pereira Garbero,785,cc-by-nc,2,https://www.inaturalist.org/observations/140395448
Eriopis connexa,species,3,2022-10-29T13:34:43-03:00,2022-10-29,-56.0936851824,-34.8797482765,20,aleduarte,2477449,NA,317,cc-by-nc,3,https://www.inaturalist.org/observations/140394980
Celtis tala,species,0,2022-10-29T13:22:18-03:00,2022-10-29,-58.0832016667,-32.3355866667,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140393400
Vanessa carye,species,3,2022-10-29T13:18:07-03:00,2022-10-29,-55.9974583333,-34.8461533333,8,marimoon,2724463,Mariana Muniz,39,cc-by-nc,3,https://www.inaturalist.org/observations/140392836
Angiospermae,subphylum,0,2022-10-29T13:17:12-03:00,2022-10-29,-58.0833,-32.33519,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140392752
Nomophila,genus,1,2022-10-29T13:15:11-03:00,2022-10-29,-56.0937111667,-34.8790883333,NA,aleduarte,2477449,NA,317,cc-by-nc,1,https://www.inaturalist.org/observations/140392525
Nierembergia calycina,species,2,2022-10-29T13:14:29-03:00,2022-10-29,-58.0833016667,-32.3351783333,1,daviregeloa,5708563,NA,237,cc-by-nc,2,https://www.inaturalist.org/observations/140392405
NA,NA,0,2022-10-29T13:12:23-03:00,2022-10-29,-58.0835416667,-32.3352566667,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140392164
Morus nigra,species,0,2022-10-29T13:09:59-03:00,2022-10-29,-58.0835966667,-32.3350766667,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140391861
Cichorieae,tribe,3,2022-10-29T13:08:17-03:00,2022-10-29,-56.0938528333,-34.8793033333,NA,aleduarte,2477449,NA,317,cc-by-nc,3,https://www.inaturalist.org/observations/140391654
Morus nigra,species,0,2022-10-29T13:06:10-03:00,2022-10-29,-58.083655,-32.3350883333,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140391428
NA,NA,0,2022-10-29T12:49:24-03:00,2022-10-29,-58.0833266667,-32.335105,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140389466
Duranta erecta,species,2,2022-10-29T12:49:19-03:00,2022-10-29,-56.08906762,-34.88059308,8,lauraalmada,2492336,Laura Almada,74,cc-by-nc,2,https://www.inaturalist.org/observations/140389458
Myrteae,tribe,2,2022-10-29T12:48:13-03:00,2022-10-29,-56.08900928,-34.88056315,8,lauraalmada,2492336,Laura Almada,74,cc-by-nc,2,https://www.inaturalist.org/observations/140389336
Aloysia gratissima,species,0,2022-10-29T12:47:15-03:00,2022-10-29,-56.08934905,-34.88079518,5,lauraalmada,2492336,Laura Almada,74,cc-by-nc,0,https://www.inaturalist.org/observations/140389239
NA,NA,0,2022-10-29T12:44:40-03:00,2022-10-29,-58.0826683333,-32.3356,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140388942
Passiflora caerulea,species,2,2022-10-29T12:44:36-03:00,2022-10-29,-56.08906207,-34.88059035,14,lauraalmada,2492336,Laura Almada,74,cc-by-nc,2,https://www.inaturalist.org/observations/140388931
Brunfelsia australis,species,2,2022-10-29T12:43:27-03:00,2022-10-29,-56.08914537,-34.88066907,7,lauraalmada,2492336,Laura Almada,74,cc-by-nc,2,https://www.inaturalist.org/observations/140388818
Celtis tala,species,0,2022-10-29T12:43:06-03:00,2022-10-29,-58.0820333333,-32.3359283333,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140388794
Citharexylum montevidense,species,0,2022-10-29T12:39:49-03:00,2022-10-29,-56.08875398,-34.88065027,7,lauraalmada,2492336,Laura Almada,74,cc-by-nc,0,https://www.inaturalist.org/observations/140388448
Chloraea membranacea,species,2,2022-10-29T12:16:52-03:00,2022-10-29,-56.692825,-34.1607221667,10,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,2,https://www.inaturalist.org/observations/140386023
Sisyrinchium,genus,1,2022-10-29T12:14:52-03:00,2022-10-29,-56.6927533333,-34.1607028333,5,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,1,https://www.inaturalist.org/observations/140385772
Neltuma affinis,species,0,2022-10-29T11:58:11-03:00,2022-10-29,-58.081755,-32.33595,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140384044
Aloysia gratissima,species,0,2022-10-29T11:52:18-03:00,2022-10-29,-58.0821816667,-32.3358183333,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140383294
Aloysia gratissima,species,0,2022-10-29T11:46:52-03:00,2022-10-29,-58.082195,-32.3358666667,1,daviregeloa,5708563,NA,237,cc-by-nc,0,https://www.inaturalist.org/observations/140382596
Aloysia gratissima,species,1,2022-10-29T11:42:10-03:00,2022-10-29,-58.0821566667,-32.335805,1,daviregeloa,5708563,NA,237,cc-by-nc,1,https://www.inaturalist.org/observations/140381846
Herbertia quareimana,species,1,2022-10-29T11:08:56-03:00,2022-10-29,-56.8734773997,-30.9931406,NA,diego_caballero,2513727,Diego Caballero,1613,cc-by-nc,1,https://www.inaturalist.org/observations/140377918
Passiflora caerulea,species,2,2022-10-29T11:08:11-03:00,2022-10-29,-56.6351781222,-30.4393537722,NA,diego_caballero,2513727,Diego Caballero,1613,cc-by-nc,2,https://www.inaturalist.org/observations/140377874
Amazonetta brasiliensis,species,3,2022-10-29T11:07:13-03:00,2022-10-29,-54.5608684859,-34.7964483486,31,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377790
Oenothera mollissima,species,2,2022-10-29T11:07:13-03:00,2022-10-29,-54.5622888872,-34.7980489289,11,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,2,https://www.inaturalist.org/observations/140377789
Chroicocephalus maculipennis,species,4,2022-10-29T11:07:12-03:00,2022-10-29,-54.5625547759,-34.7957153093,61,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,4,https://www.inaturalist.org/observations/140377787
Danaus erippus,species,3,2022-10-29T11:07:12-03:00,2022-10-29,-54.5619969795,-34.798113199,18,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377785
Progne tapera,species,3,2022-10-29T11:07:12-03:00,2022-10-29,-54.562340717,-34.7982277393,13,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377783
Troglodytes aedon,species,3,2022-10-29T11:07:11-03:00,2022-10-29,-54.5623728778,-34.7984525206,8,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377780
Sicalis flaveola,species,3,2022-10-29T11:07:10-03:00,2022-10-29,-54.5622718012,-34.7984584959,4,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377777
Tyrannus savana,species,3,2022-10-29T11:07:10-03:00,2022-10-29,-54.5623518827,-34.798244536,5,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377776
Paroaria coronata,species,3,2022-10-29T11:07:10-03:00,2022-10-29,-54.5623791971,-34.7982833952,6,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377774
Zonotrichia capensis,species,3,2022-10-29T11:07:09-03:00,2022-10-29,-54.562396495,-34.7984224104,9,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,3,https://www.inaturalist.org/observations/140377773
Senecio crassiflorus,species,2,2022-10-29T11:07:09-03:00,2022-10-28,-54.5607896231,-34.7985073712,31,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,2,https://www.inaturalist.org/observations/140377771
Plantago tomentosa,species,1,2022-10-29T11:07:09-03:00,2022-10-28,-54.5621229154,-34.7989509265,53,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377770
Senecio crassiflorus,species,1,2022-10-29T11:07:08-03:00,2022-10-28,-54.5614753344,-34.79912492,6,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377768
Calystegia soldanella,species,2,2022-10-29T11:07:07-03:00,2022-10-28,-54.5624675628,-34.7994289882,27,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,2,https://www.inaturalist.org/observations/140377767
Petunia axillaris,species,1,2022-10-29T11:07:07-03:00,2022-10-28,-54.5618111108,-34.7992052161,20,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377765
Acmella decumbens,species,1,2022-10-29T11:07:07-03:00,2022-10-28,-54.5617140076,-34.7986167639,4,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377763
Eryngium sanguisorba,species,1,2022-10-29T11:07:06-03:00,2022-10-28,-54.561694166,-34.7985820451,4,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377761
Glandularia selloi,species,1,2022-10-29T11:07:06-03:00,2022-10-28,-54.5617441827,-34.7986019985,32,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377758
Trichocline incana,species,1,2022-10-29T11:07:05-03:00,2022-10-28,-54.5619497088,-34.7982474549,7,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377757
Asclepias mellodora,species,1,2022-10-29T11:07:05-03:00,2022-10-28,-54.5620553786,-34.7982436859,10,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377756
Porophyllum linifolium,species,1,2022-10-29T11:07:04-03:00,2022-10-28,-54.5620732802,-34.7982490203,8,lagunagarzon,2439287,Guardaparques Laguna Garzón,656,cc-by-nc-sa,1,https://www.inaturalist.org/observations/140377752
Lotus,genus,0,2022-10-29T11:04:26-03:00,2022-10-29,-54.5618866667,-34.798625,4,rpereirag,2079928,Ramiro Pereira Garbero,785,cc-by-nc,0,https://www.inaturalist.org/observations/140377404
Dietes iridioides,species,1,2022-10-29T11:04:06-03:00,2022-10-29,-56.1729589787,-34.8595234084,23821,abalestr,2843481,NA,17,cc-by-nc,1,https://www.inaturalist.org/observations/140377374
Asclepias,genus,1,2022-10-29T10:36:51-03:00,2022-10-29,-54.2901035026,-34.6801784385,9,juancho123,2724815,Juan,72,cc-by-nc,1,https://www.inaturalist.org/observations/140374264
Herbertia lahue,species,2,2022-10-29T10:33:38-03:00,2022-10-29,-54.31022662,-31.92528274,7,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,2,https://www.inaturalist.org/observations/140373927
Clinopodium brownei,species,1,2022-10-29T10:29:58-03:00,2022-10-29,-54.30866047,-31.92552711,25,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,1,https://www.inaturalist.org/observations/140373361
Sisyrinchium,genus,0,2022-10-29T10:23:43-03:00,2022-10-29,-53.8812221959,-33.5477739574,195,pablo920,6287894,Pablo Naya,6,NA,0,https://www.inaturalist.org/observations/140372611
Oldenlandia salzmannii,species,1,2022-10-29T10:18:11-03:00,2022-10-29,-54.30730422,-31.92636092,3,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,1,https://www.inaturalist.org/observations/140372082
Aechmea recurvata,species,1,2022-10-29T10:09:05-03:00,2022-10-29,-54.30678481,-31.92594656,5,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,1,https://www.inaturalist.org/observations/140371239
Latrodectus geometricus,species,3,2022-10-29T10:04:35-03:00,2022-10-29,-57.9612456635,-31.3874322416,17078,manu_morales,4793268,Emmanuel Morales,106,cc-by-nc,3,https://www.inaturalist.org/observations/140370868
Drymaria cordata,species,1,2022-10-29T10:03:53-03:00,2022-10-29,-54.30608342,-31.92604883,8,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,1,https://www.inaturalist.org/observations/140370796
Regnellidium diphyllum,species,1,2022-10-29T10:01:38-03:00,2022-10-29,-54.3096595,-31.918813,2299,andrs158,2572108,ANDRÉS GONZÁLEZ,48,cc0,1,https://www.inaturalist.org/observations/140370649
Eriopis connexa,species,2,2022-10-29T10:01:14-03:00,2022-10-29,-56.1903833333,-34.8880966667,NA,aleduarte,2477449,NA,317,cc-by-nc,2,https://www.inaturalist.org/observations/140370614
Pteris vittata,species,2,2022-10-29T10:00:51-03:00,2022-10-29,-56.19042,-34.8880583333,NA,aleduarte,2477449,NA,317,cc-by-nc,2,https://www.inaturalist.org/observations/140370588
Toxomerus,genus,1,2022-10-29T10:00:12-03:00,2022-10-29,-56.1903833333,-34.88808,NA,aleduarte,2477449,NA,317,cc-by-nc,1,https://www.inaturalist.org/observations/140370548
Schizocosa malitiosa,species,2,2022-10-29T09:58:53-03:00,2022-10-29,-58.2168829814,-33.5347966442,201,braianvi,6082156,Braian Villalba,3,cc-by-nc,2,https://www.inaturalist.org/observations/140370432
Cathartes,genus,1,2022-10-29T09:12:33-03:00,2022-10-29,-57.9906237,-32.3569529,20,aurelie145,6286926,Aurélie Dal Colletto,34,NA,1,https://www.inaturalist.org/observations/140366612
Mythimna,genus,1,2022-10-29T08:30:01-03:00,2022-10-29,-56.0532695,-34.8783916667,8,santiagomailhos,1467469,Santiago Mailhos,9310,cc-by-nc,1,https://www.inaturalist.org/observations/140363026
Sporophila hypoxantha,species,4,2022-10-29T01:45:20-03:00,2022-10-28,-57.650595796,-31.0670674343,5000,diego_caballero,2513727,Diego Caballero,1613,cc-by-nc,4,https://www.inaturalist.org/observations/140335826
Feijoa sellowiana,species,2,2022-10-29T00:54:44-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140332080
Salix,genus,1,2022-10-29T00:54:10-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140332048
Poospiza nigrorufa,species,2,2022-10-29T00:53:21-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331992
Chlorostilbon lucidus,species,2,2022-10-29T00:52:39-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331919
Paroaria coronata,species,2,2022-10-29T00:52:06-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331866
Tyrannus savana,species,2,2022-10-29T00:51:30-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331825
Patagioenas maculosa,species,2,2022-10-29T00:50:56-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331775
Drymornis bridgesii,species,2,2022-10-29T00:50:15-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331727
Colaptes campestris campestroides,subspecies,2,2022-10-29T00:49:40-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331694
Furnarius rufus,species,2,2022-10-29T00:48:21-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331575
Tachycineta leucorrhoa,species,2,2022-10-29T00:47:45-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331538
Agelaioides badius,species,2,2022-10-29T00:47:10-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331500
Xolmis irupero,species,2,2022-10-29T00:46:33-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331473
Progne chalybea,species,2,2022-10-29T00:44:54-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331335
Pyrocephalus rubinus,species,2,2022-10-29T00:44:13-03:00,2022-10-28,-54.0289760501,-32.3823549552,192,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140331289
Elaenia parvirostris,species,1,2022-10-29T00:40:41-03:00,2022-10-28,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,1,https://www.inaturalist.org/observations/140330960
Stelgidopteryx ruficollis,species,2,2022-10-29T00:40:08-03:00,2022-10-28,-54.1678467512,-32.3789419076,5,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,2,https://www.inaturalist.org/observations/140330921
Myiodynastes maculatus,species,3,2022-10-29T00:39:28-03:00,2022-10-28,-54.1885828972,-32.3661519544,306,luisvescia,5266364,Luis Vescia da Rosa,3879,cc-by-nc,3,https://www.inaturalist.org/observations/140330886
Hemileucini,tribe,1,2022-10-29T00:03:41-03:00,2022-10-28,-56.8028635667,-33.6797962502,19,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140328135
Piptochaetium,genus,1,2022-10-29T00:01:10-03:00,2022-10-28,-56.8040544666,-33.6795284098,44,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140327980
Bromus hordeaceus,species,0,2022-10-28T23:59:20-03:00,2022-10-28,-56.8028957538,-33.6799837381,27,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140327819
Poaceae,family,0,2022-10-28T23:56:58-03:00,2022-10-28,-56.8038506198,-33.6796176902,56,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140327655
Heliotropium amplexicaule,species,1,2022-10-28T23:53:34-03:00,2022-10-28,-56.8042583162,-33.6795373375,49,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140327350
Psathyrellaceae,family,0,2022-10-28T23:50:50-03:00,2022-10-28,-58.2904948667,-33.1264609842,195,dahiana9,5154911,Dahiana G,9,,0,https://www.inaturalist.org/observations/140327137
Piptochaetium,genus,0,2022-10-28T23:49:52-03:00,2022-10-28,-56.8049449608,-33.6794034202,47,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140327045
Danthonia,genus,1,2022-10-28T23:46:18-03:00,2022-10-28,-56.8052453696,-33.679287352,52,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140326677
Arctiini,tribe,2,2022-10-28T23:45:40-03:00,2022-10-28,-58.2975554466,-33.1227394141,3071,dahiana9,5154911,Dahiana G,9,NA,2,https://www.inaturalist.org/observations/140326632
Briza minor,species,2,2022-10-28T23:43:50-03:00,2022-10-28,-56.8064899105,-33.6780731265,34,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,2,https://www.inaturalist.org/observations/140326473
Chascolytrum brizoides,species,1,2022-10-28T23:42:27-03:00,2022-10-28,-56.8082430395,-33.676358687,92,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140326385
Micropsis,genus,1,2022-10-28T23:40:10-03:00,2022-10-28,-56.8086142234,-33.6751624755,40,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140326191
Scarites,genus,1,2022-10-28T23:38:39-03:00,2022-10-28,-58.2904948667,-33.1264609842,196,dahiana9,5154911,Dahiana G,9,NA,1,https://www.inaturalist.org/observations/140326100
Lolium arundinaceum,species,0,2022-10-28T23:37:32-03:00,2022-10-28,-56.7942804984,-33.6797158983,24,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140325993
Nassella neesiana,species,0,2022-10-28T23:34:48-03:00,2022-10-28,-56.8088288052,-33.6743232083,36,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140325763
Amphisbaena darwinii,species,1,2022-10-28T23:34:41-03:00,2022-10-28,-56.1970762997,-34.8492030997,NA,pablo_gfs,1417397,Pablo G. Fernández,1056,cc-by,1,https://www.inaturalist.org/observations/140325759
Nassella charruana,species,0,2022-10-28T23:33:08-03:00,2022-10-28,-56.7998380294,-33.6659120612,52,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140325629
Plantago tomentosa,species,1,2022-10-28T23:31:55-03:00,2022-10-28,-56.7995707885,-33.6659285382,64,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140325549
Salvator merianae,species,1,2022-10-28T23:29:28-03:00,2022-10-28,-56.7991555881,-33.6662868763,80,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140325278
Baccharis dracunculifolia,species,0,2022-10-28T23:26:39-03:00,2022-10-28,-56.798989128,-33.6708944188,76,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140325083
Poeae,tribe,1,2022-10-28T23:13:02-03:00,2022-10-28,-56.7979324708,-33.6752693991,52,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140323950
Margyricarpus pinnatus,species,1,2022-10-28T23:09:53-03:00,2022-10-28,-56.7971814594,-33.6765818883,74,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140323752
Gyptis,genus,1,2022-10-28T23:08:59-03:00,2022-10-28,-55.7459549233,-34.2150687899,218,luciano_patron,4794023,Luciano Patrón,557,cc-by-nc,1,https://www.inaturalist.org/observations/140323688
Nierembergia calycina,species,3,2022-10-28T23:07:19-03:00,2022-10-28,-56.7976278974,-33.6763410383,68,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,3,https://www.inaturalist.org/observations/140323528
Eryngium,genus,2,2022-10-28T23:00:38-03:00,2022-10-28,-56.7979283027,-33.6761624784,92,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,2,https://www.inaturalist.org/observations/140323057
Aristida murina,species,0,2022-10-28T22:59:11-03:00,2022-10-28,-56.7971558265,-33.6769124586,71,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,0,https://www.inaturalist.org/observations/140322968
Sisyrinchium,genus,1,2022-10-28T22:56:39-03:00,2022-10-28,-56.7968768685,-33.6775017201,84,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,1,https://www.inaturalist.org/observations/140322757
Plantago tomentosa,species,2,2022-10-28T22:52:11-03:00,2022-10-28,-56.7969412498,-33.6775910065,72,joaquinlape,6262918,Joaquín Lapetina,435,cc-by-nc,2,https://www.inaturalist.org/observations/140322429
